"TIME","GEO","SEX","AGE","ISCED11","UNIT","Value","Flag and Footnotes"
"2011","Czech Republic","Males","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","5.4","b"
"2011","Czech Republic","Males","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","2.5","b"
"2011","Czech Republic","Males","From 15 to 74 years","No response","Percentage",":","b"
"2011","Czech Republic","Females","From 15 to 74 years","All ISCED 2011 levels ","Percentage","7.9","b"
"2011","Czech Republic","Females","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","21.5","b"
"2011","Czech Republic","Females","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","7.8","b"
"2011","Czech Republic","Females","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","3.2","b"
"2011","Czech Republic","Females","From 15 to 74 years","No response","Percentage",":","b"
"2011","Denmark","Total","From 15 to 74 years","All ISCED 2011 levels ","Percentage","7.6",""
"2011","Denmark","Total","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","11.3",""
"2011","Denmark","Total","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","6.7",""
"2011","Denmark","Total","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","5.2",""
"2011","Denmark","Total","From 15 to 74 years","No response","Percentage","15.1",""
"2011","Denmark","Males","From 15 to 74 years","All ISCED 2011 levels ","Percentage","7.7",""
"2011","Denmark","Males","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","11.7",""
"2011","Denmark","Males","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","6.8",""
"2011","Denmark","Males","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","4.8",""
"2011","Denmark","Males","From 15 to 74 years","No response","Percentage","12.1",""
"2011","Denmark","Females","From 15 to 74 years","All ISCED 2011 levels ","Percentage","7.5",""
"2011","Denmark","Females","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","10.8",""
"2011","Denmark","Females","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","6.6",""
"2011","Denmark","Females","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","5.5",""
"2011","Denmark","Females","From 15 to 74 years","No response","Percentage","17.9",""
"2011","Germany (until 1990 former territory of the FRG)","Total","From 15 to 74 years","All ISCED 2011 levels ","Percentage","5.8","b"
"2011","Germany (until 1990 former territory of the FRG)","Total","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","13.0","b"
"2011","Germany (until 1990 former territory of the FRG)","Total","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","5.7","b"
"2011","Germany (until 1990 former territory of the FRG)","Total","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","2.4","b"
"2011","Germany (until 1990 former territory of the FRG)","Total","From 15 to 74 years","No response","Percentage","17.1","b"
"2011","Germany (until 1990 former territory of the FRG)","Males","From 15 to 74 years","All ISCED 2011 levels ","Percentage","6.1","b"
"2011","Germany (until 1990 former territory of the FRG)","Males","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","14.1","b"
"2011","Germany (until 1990 former territory of the FRG)","Males","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","6.1","b"
"2011","Germany (until 1990 former territory of the FRG)","Males","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","2.2","b"
"2011","Germany (until 1990 former territory of the FRG)","Males","From 15 to 74 years","No response","Percentage","16.5","b"
"2011","Germany (until 1990 former territory of the FRG)","Females","From 15 to 74 years","All ISCED 2011 levels ","Percentage","5.6","b"
"2011","Germany (until 1990 former territory of the FRG)","Females","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","11.7","b"
"2011","Germany (until 1990 former territory of the FRG)","Females","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","5.3","b"
"2011","Germany (until 1990 former territory of the FRG)","Females","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","2.7","b"
"2011","Germany (until 1990 former territory of the FRG)","Females","From 15 to 74 years","No response","Percentage","17.9","b"
"2011","Estonia","Total","From 15 to 74 years","All ISCED 2011 levels ","Percentage","12.3",""
"2011","Estonia","Total","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","25.7",""
"2011","Estonia","Total","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","12.7",""
"2011","Estonia","Total","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","8.0",""
"2011","Estonia","Total","From 15 to 74 years","No response","Percentage",":","u"
"2011","Estonia","Males","From 15 to 74 years","All ISCED 2011 levels ","Percentage","13.1",""
"2011","Estonia","Males","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","27.6",""
"2011","Estonia","Males","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","12.5",""
"2011","Estonia","Males","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","7.1",""
"2011","Estonia","Males","From 15 to 74 years","No response","Percentage",":","c"
"2011","Estonia","Females","From 15 to 74 years","All ISCED 2011 levels ","Percentage","11.6",""
"2011","Estonia","Females","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","21.8",""
"2011","Estonia","Females","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","13.0",""
"2011","Estonia","Females","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","8.6",""
"2011","Estonia","Females","From 15 to 74 years","No response","Percentage",":",""
"2011","Ireland","Total","From 15 to 74 years","All ISCED 2011 levels ","Percentage","14.7",""
"2011","Ireland","Total","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","23.2",""
"2011","Ireland","Total","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","17.2",""
"2011","Ireland","Total","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","7.9",""
"2011","Ireland","Total","From 15 to 74 years","No response","Percentage","17.0",""
"2011","Ireland","Males","From 15 to 74 years","All ISCED 2011 levels ","Percentage","17.8",""
"2011","Ireland","Males","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","26.5",""
"2011","Ireland","Males","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","20.2",""
"2011","Ireland","Males","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","8.7",""
"2011","Ireland","Males","From 15 to 74 years","No response","Percentage","20.3",""
"2011","Ireland","Females","From 15 to 74 years","All ISCED 2011 levels ","Percentage","10.8",""
"2011","Ireland","Females","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","16.3",""
"2011","Ireland","Females","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","13.3",""
"2011","Ireland","Females","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","7.1",""
"2011","Ireland","Females","From 15 to 74 years","No response","Percentage","12.4","u"
"2011","Greece","Total","From 15 to 74 years","All ISCED 2011 levels ","Percentage","17.9",""
"2011","Greece","Total","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","18.1",""
"2011","Greece","Total","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","20.3",""
"2011","Greece","Total","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","14.2",""
"2011","Greece","Total","From 15 to 74 years","No response","Percentage",":",""
"2011","Greece","Males","From 15 to 74 years","All ISCED 2011 levels ","Percentage","15.2",""
"2011","Greece","Males","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","17.0",""
"2011","Greece","Males","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","16.3",""
"2011","Greece","Males","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","10.7",""
"2011","Greece","Males","From 15 to 74 years","No response","Percentage",":",""
"2011","Greece","Females","From 15 to 74 years","All ISCED 2011 levels ","Percentage","21.5",""
"2011","Greece","Females","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","20.2",""
"2011","Greece","Females","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","25.3",""
"2011","Greece","Females","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","17.7",""
"2011","Greece","Females","From 15 to 74 years","No response","Percentage",":",""
"2011","Spain","Total","From 15 to 74 years","All ISCED 2011 levels ","Percentage","21.4",""
"2011","Spain","Total","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","28.9",""
"2011","Spain","Total","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","21.2",""
"2011","Spain","Total","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","12.5",""
"2011","Spain","Total","From 15 to 74 years","No response","Percentage",":",""
"2011","Spain","Males","From 15 to 74 years","All ISCED 2011 levels ","Percentage","21.1",""
"2011","Spain","Males","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","28.2",""
"2011","Spain","Males","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","19.5",""
"2011","Spain","Males","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","11.4",""
"2011","Spain","Males","From 15 to 74 years","No response","Percentage",":",""
"2011","Spain","Females","From 15 to 74 years","All ISCED 2011 levels ","Percentage","21.8",""
"2011","Spain","Females","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","29.8",""
"2011","Spain","Females","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","23.0",""
"2011","Spain","Females","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","13.6",""
"2011","Spain","Females","From 15 to 74 years","No response","Percentage",":",""
"2011","France","Total","From 15 to 74 years","All ISCED 2011 levels ","Percentage","8.8",""
"2011","France","Total","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","14.4",""
"2011","France","Total","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","8.5",""
"2011","France","Total","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","5.2",""
"2011","France","Total","From 15 to 74 years","No response","Percentage",":","u"
"2011","France","Males","From 15 to 74 years","All ISCED 2011 levels ","Percentage","8.5",""
"2011","France","Males","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","14.5",""
"2011","France","Males","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","7.7",""
"2011","France","Males","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","5.0",""
"2011","France","Males","From 15 to 74 years","No response","Percentage",":","u"
"2011","France","Females","From 15 to 74 years","All ISCED 2011 levels ","Percentage","9.1",""
"2011","France","Females","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","14.2",""
"2011","France","Females","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","9.6",""
"2011","France","Females","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","5.3",""
"2011","France","Females","From 15 to 74 years","No response","Percentage",":",""
"2011","Croatia","Total","From 15 to 74 years","All ISCED 2011 levels ","Percentage","13.7",""
"2011","Croatia","Total","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","17.4",""
"2011","Croatia","Total","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","14.2",""
"2011","Croatia","Total","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","9.2",""
"2011","Croatia","Total","From 15 to 74 years","No response","Percentage","41.7","u"
"2011","Croatia","Males","From 15 to 74 years","All ISCED 2011 levels ","Percentage","13.7",""
"2011","Croatia","Males","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","19.3",""
"2011","Croatia","Males","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","13.7",""
"2011","Croatia","Males","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","8.7",""
"2011","Croatia","Males","From 15 to 74 years","No response","Percentage",":","u"
"2011","Croatia","Females","From 15 to 74 years","All ISCED 2011 levels ","Percentage","13.8",""
"2011","Croatia","Females","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","15.5",""
"2011","Croatia","Females","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","14.9",""
"2011","Croatia","Females","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","9.6",""
"2011","Croatia","Females","From 15 to 74 years","No response","Percentage",":","u"
"2011","Italy","Total","From 15 to 74 years","All ISCED 2011 levels ","Percentage","8.4",""
"2011","Italy","Total","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","10.6",""
"2011","Italy","Total","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","7.8",""
"2011","Italy","Total","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","5.3",""
"2011","Italy","Total","From 15 to 74 years","No response","Percentage",":",""
"2011","Italy","Males","From 15 to 74 years","All ISCED 2011 levels ","Percentage","7.5",""
"2011","Italy","Males","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","9.5",""
"2011","Italy","Males","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","6.8",""
"2011","Italy","Males","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","4.0",""
"2011","Italy","Males","From 15 to 74 years","No response","Percentage",":",""
"2011","Italy","Females","From 15 to 74 years","All ISCED 2011 levels ","Percentage","9.6",""
"2011","Italy","Females","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","12.7",""
"2011","Italy","Females","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","9.1",""
"2011","Italy","Females","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","6.6",""
"2011","Italy","Females","From 15 to 74 years","No response","Percentage",":",""
"2011","Cyprus","Total","From 15 to 74 years","All ISCED 2011 levels ","Percentage","7.9",""
"2011","Cyprus","Total","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","7.5",""
"2011","Cyprus","Total","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","8.8",""
"2011","Cyprus","Total","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","7.2",""
"2011","Cyprus","Total","From 15 to 74 years","No response","Percentage",":",""
"2011","Cyprus","Males","From 15 to 74 years","All ISCED 2011 levels ","Percentage","8.1",""
"2011","Cyprus","Males","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","9.4",""
"2011","Cyprus","Males","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","8.6",""
"2011","Cyprus","Males","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","6.7",""
"2011","Cyprus","Males","From 15 to 74 years","No response","Percentage",":",""
"2011","Cyprus","Females","From 15 to 74 years","All ISCED 2011 levels ","Percentage","7.7",""
"2011","Cyprus","Females","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","5.0",""
"2011","Cyprus","Females","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","9.2",""
"2011","Cyprus","Females","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","7.6",""
"2011","Cyprus","Females","From 15 to 74 years","No response","Percentage",":",""
"2011","Latvia","Total","From 15 to 74 years","All ISCED 2011 levels ","Percentage","16.2",""
"2011","Latvia","Total","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","29.2",""
"2011","Latvia","Total","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","18.2",""
"2011","Latvia","Total","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","7.1",""
"2011","Latvia","Total","From 15 to 74 years","No response","Percentage",":",""
"2011","Latvia","Males","From 15 to 74 years","All ISCED 2011 levels ","Percentage","18.6",""
"2011","Latvia","Males","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","29.6",""
"2011","Latvia","Males","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","19.3",""
"2011","Latvia","Males","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","8.4",""
"2011","Latvia","Males","From 15 to 74 years","No response","Percentage",":",""
"2011","Latvia","Females","From 15 to 74 years","All ISCED 2011 levels ","Percentage","13.8",""
"2011","Latvia","Females","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","28.3",""
"2011","Latvia","Females","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","17.0",""
"2011","Latvia","Females","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","6.5",""
"2011","Latvia","Females","From 15 to 74 years","No response","Percentage",":",""
"2011","Lithuania","Total","From 15 to 74 years","All ISCED 2011 levels ","Percentage","15.4",""
"2011","Lithuania","Total","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","38.4",""
"2011","Lithuania","Total","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","19.0",""
"2011","Lithuania","Total","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","6.2",""
"2011","Lithuania","Total","From 15 to 74 years","No response","Percentage",":",""
"2011","Lithuania","Males","From 15 to 74 years","All ISCED 2011 levels ","Percentage","17.9",""
"2011","Lithuania","Males","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","40.8",""
"2011","Lithuania","Males","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","20.0",""
"2011","Lithuania","Males","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","7.8",""
"2011","Lithuania","Males","From 15 to 74 years","No response","Percentage",":",""
"2011","Lithuania","Females","From 15 to 74 years","All ISCED 2011 levels ","Percentage","12.9",""
"2011","Lithuania","Females","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","34.5",""
"2011","Lithuania","Females","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","17.9",""
"2011","Lithuania","Females","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","5.2",""
"2011","Lithuania","Females","From 15 to 74 years","No response","Percentage",":",""
"2011","Luxembourg","Total","From 15 to 74 years","All ISCED 2011 levels ","Percentage","4.9",""
"2011","Luxembourg","Total","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","8.3",""
"2011","Luxembourg","Total","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","4.4",""
"2011","Luxembourg","Total","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","3.6",""
"2011","Luxembourg","Total","From 15 to 74 years","No response","Percentage",":","u"
"2011","Luxembourg","Males","From 15 to 74 years","All ISCED 2011 levels ","Percentage","3.8",""
"2011","Luxembourg","Males","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","6.3",""
"2011","Luxembourg","Males","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","3.5",""
"2011","Luxembourg","Males","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","2.9",""
"2011","Luxembourg","Males","From 15 to 74 years","No response","Percentage",":","u"
"2011","Luxembourg","Females","From 15 to 74 years","All ISCED 2011 levels ","Percentage","6.3",""
"2011","Luxembourg","Females","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","10.7",""
"2011","Luxembourg","Females","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","5.5",""
"2011","Luxembourg","Females","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","4.6",""
"2011","Luxembourg","Females","From 15 to 74 years","No response","Percentage",":","u"
"2011","Hungary","Total","From 15 to 74 years","All ISCED 2011 levels ","Percentage","11.0",""
"2011","Hungary","Total","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","25.0",""
"2011","Hungary","Total","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","10.7",""
"2011","Hungary","Total","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","4.3",""
"2011","Hungary","Total","From 15 to 74 years","No response","Percentage",":",""
"2011","Hungary","Males","From 15 to 74 years","All ISCED 2011 levels ","Percentage","11.1",""
"2011","Hungary","Males","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","25.5",""
"2011","Hungary","Males","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","10.4",""
"2011","Hungary","Males","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","4.1",""
"2011","Hungary","Males","From 15 to 74 years","No response","Percentage",":",""
"2011","Hungary","Females","From 15 to 74 years","All ISCED 2011 levels ","Percentage","11.0",""
"2011","Hungary","Females","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","24.5",""
"2011","Hungary","Females","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","11.0",""
"2011","Hungary","Females","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","4.4",""
"2011","Hungary","Females","From 15 to 74 years","No response","Percentage",":",""
"2011","Malta","Total","From 15 to 74 years","All ISCED 2011 levels ","Percentage","6.4","b"
"2011","Malta","Total","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","9.0","b"
"2011","Malta","Total","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","5.2","b"
"2011","Malta","Total","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","1.8","bu"
"2011","Malta","Total","From 15 to 74 years","No response","Percentage",":",""
"2011","Malta","Males","From 15 to 74 years","All ISCED 2011 levels ","Percentage","6.0","b"
"2011","Malta","Males","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","8.1","b"
"2011","Malta","Males","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","4.4","b"
"2011","Malta","Males","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage",":","bu"
"2011","Malta","Males","From 15 to 74 years","No response","Percentage",":",""
"2011","Malta","Females","From 15 to 74 years","All ISCED 2011 levels ","Percentage","7.1","b"
"2011","Malta","Females","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","11.7","b"
"2011","Malta","Females","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","6.2","b"
"2011","Malta","Females","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","2.2","bu"
"2011","Malta","Females","From 15 to 74 years","No response","Percentage",":",""
"2011","Netherlands","Total","From 15 to 74 years","All ISCED 2011 levels ","Percentage","5.0","b"
"2011","Netherlands","Total","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","7.8","b"
"2011","Netherlands","Total","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","4.6","b"
"2011","Netherlands","Total","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","3.1","b"
"2011","Netherlands","Total","From 15 to 74 years","No response","Percentage","8.8","b"
"2011","Netherlands","Males","From 15 to 74 years","All ISCED 2011 levels ","Percentage","4.6","b"
"2011","Netherlands","Males","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","7.1","b"
"2011","Netherlands","Males","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","4.2","b"
"2011","Netherlands","Males","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","2.9","b"
"2011","Netherlands","Males","From 15 to 74 years","No response","Percentage","7.4","b"
"2011","Netherlands","Females","From 15 to 74 years","All ISCED 2011 levels ","Percentage","5.4","b"
"2011","Netherlands","Females","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","8.7","b"
"2011","Netherlands","Females","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","5.0","b"
"2011","Netherlands","Females","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","3.4","b"
"2011","Netherlands","Females","From 15 to 74 years","No response","Percentage","10.7","b"
"2011","Austria","Total","From 15 to 74 years","All ISCED 2011 levels ","Percentage","4.6",""
"2011","Austria","Total","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","9.1",""
"2011","Austria","Total","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","4.0",""
"2011","Austria","Total","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","2.6",""
"2011","Austria","Total","From 15 to 74 years","No response","Percentage",":",""
"2011","Austria","Males","From 15 to 74 years","All ISCED 2011 levels ","Percentage","4.6",""
"2011","Austria","Males","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","9.9",""
"2011","Austria","Males","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","4.1",""
"2011","Austria","Males","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","2.2",""
"2011","Austria","Males","From 15 to 74 years","No response","Percentage",":",""
"2011","Austria","Females","From 15 to 74 years","All ISCED 2011 levels ","Percentage","4.6",""
"2011","Austria","Females","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","8.3",""
"2011","Austria","Females","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","3.9",""
"2011","Austria","Females","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","3.2",""
"2011","Austria","Females","From 15 to 74 years","No response","Percentage",":",""
"2011","Poland","Total","From 15 to 74 years","All ISCED 2011 levels ","Percentage","9.7",""
"2011","Poland","Total","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","18.3",""
"2011","Poland","Total","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","10.4",""
"2011","Poland","Total","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","5.2",""
"2011","Poland","Total","From 15 to 74 years","No response","Percentage",":",""
"2011","Poland","Males","From 15 to 74 years","All ISCED 2011 levels ","Percentage","9.0",""
"2011","Poland","Males","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","18.2",""
"2011","Poland","Males","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","9.3",""
"2011","Poland","Males","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","4.4",""
"2011","Poland","Males","From 15 to 74 years","No response","Percentage",":",""
"2011","Poland","Females","From 15 to 74 years","All ISCED 2011 levels ","Percentage","10.4",""
"2011","Poland","Females","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","18.5",""
